Product,Word,Type
1,logitech,1
1,x100,1
1,mobile,1
1,wireless,1
1,speaker,1
1,grey,2
2,logitech,1
2,x100,1
2,mobile,1
2,wireless,1
2,speaker,1
2,green,2
3,logitech,1
3,x100,1
3,mobile,1
3,wireless,1
3,speaker,1
3,orange,2
4,logitech,1
4,x100,1
4,mobile,1
4,wireless,1
4,speaker,1
4,red,2
5,logitech,1
5,x100,1
5,mobile,1
5,wireless,1
5,speaker,1
5,yellow,2
6,logitech,1
6,x300,1
6,mobile,1
6,wireless,1
6,stereo,1
6,speaker,1
6,copper,2
6,black,2
7,logitech,1
7,x300,1
7,mobile,1
7,wireless,1
7,stereo,1
7,speaker,1
7,blue,2
8,logitech,1
8,x300,1
8,mobile,1
8,wireless,1
8,stereo,1
8,speaker,1
8,red,2
9,logitech,1
9,x300,1
9,mobile,1
9,wireless,1
9,stereo,1
9,speaker,1
9,purple,2
10,logitech,1
10,ue,1
10,984000298,2
10,mobile,1
10,boombox,1
10,bluetooth,1
10,speaker,1
10,and,1
10,speakerphone,1
10,black,2
10,grillblack,2
11,logitech,1
11,ue,1
11,984000294,2
11,mobile,1
11,boombox,1
11,bluetooth,1
11,speaker,1
11,and,1
11,speakerphone,1
11,blue,2
11,grilllight,2
11,grey,2
12,logitech,1
12,ue,1
12,984000295,2
12,mobile,1
12,boombox,1
12,bluetooth,1
12,speaker,1
12,and,1
12,speakerphone,1
12,red,2
12,grillblack,2
13,logitech,1
13,ue,1
13,984000296,2
13,mobile,1
13,boombox,1
13,bluetooth,1
13,speaker,1
13,and,1
13,speakerphone,1
13,white,2
13,grilllight,2
13,grey,2
14,logitech,1
14,ue,1
14,984000297,2
14,mobile,1
14,boombox,1
14,bluetooth,1
14,speaker,1
14,and,1
14,speakerphone,1
14,yellow,2
14,grillblack,2
15,amazon,1
15,echo,1
15,black,2
16,amazon,1
16,echo,1
16,white,2
17,amazon,1
17,tap,1
17,alexaenabled,1
17,portable,1
17,bluetooth,1
17,speaker,1
18,amazonbasics,1
18,portable,1
18,bluetooth,1
18,speaker,1
18,black,2
19,amazonbasics,1
19,portable,1
19,bluetooth,1
19,speaker,1
19,blue,2
20,amazonbasics,1
20,portable,1
20,bluetooth,1
20,speaker,1
20,red,2
21,amazonbasics,1
21,portable,1
21,bluetooth,1
21,speaker,1
21,white,2
22,amazonbasics,1
22,portable,1
22,bluetooth,1
22,speaker,1
22,black,2
22,and,1
22,35mm,1
22,male,1
22,to,1
22,male,1
22,stereo,1
22,audio,1
22,cable,1
22,2,1
22,feet,1
22,set,1
23,amazonbasics,1
23,portable,1
23,bluetooth,1
23,speaker,1
23,blue,2
23,and,1
23,35mm,1
23,male,1
23,to,1
23,male,1
23,stereo,1
23,audio,1
23,cable,1
23,2,1
23,feet,1
23,set,1
24,amazonbasics,1
24,portable,1
24,bluetooth,1
24,speaker,1
24,red,2
24,and,1
24,35mm,1
24,male,1
24,to,1
24,male,1
24,stereo,1
24,audio,1
24,cable,1
24,2,1
24,feet,1
24,set,1
25,amazonbasics,1
25,portable,1
25,bluetooth,1
25,speaker,1
25,white,2
25,and,1
25,35mm,1
25,male,1
25,to,1
25,male,1
25,stereo,1
25,audio,1
25,cable,1
25,2,1
25,feet,1
25,set,1
26,amazonbasics,1
26,mini,1
26,bluetooth,1
26,speaker,1
26,black,2
27,amazonbasics,1
27,mini,1
27,bluetooth,1
27,speaker,1
27,blue,2
28,amazonbasics,1
28,mini,1
28,bluetooth,1
28,speaker,1
28,purple,2
29,amazonbasics,1
29,mini,1
29,bluetooth,1
29,speaker,1
29,red,2
30,amazonbasics,1
30,mini,1
30,bluetooth,1
30,speaker,1
30,gray,2
31,amazonbasics,1
31,large,1
31,portable,1
